date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:32	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:08%20GMT	https://p.bookcdn.com/data/Photos/281x175/12280/1228083/1228083890.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/12280/1228083/1228083890.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:32	38427/38427	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2021:28:02%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/450x450/15390/1539097/1539097132/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/450x450/15390/1539097/1539097132/1539097132.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:32	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:08%20GMT	https://p.bookcdn.com/data/Photos/281x175/8217/821791/821791718.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/8217/821791/821791718.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:33	107349/107349	U-----	200	untouched ('')	image/jpeg	etag:9ffa27e25a594e72876e6a948c39e2db	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097132/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097132/Sleepy-Joes-Aparthotel-London-Exterior.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:33	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:09%20GMT	https://p.bookcdn.com/data/Photos/281x175/13812/1381243/1381243739.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/13812/1381243/1381243739.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:33	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:09%20GMT	https://p.bookcdn.com/data/Photos/281x175/12740/1274054/1274054434.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/12740/1274054/1274054434.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:33	69674/69674	U-----	200	untouched ('')	image/jpeg	etag:69cfe20afeaec8ac20528d964507c81f	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097135/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097135/Sleepy-Joes-Aparthotel-London-Exterior.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:33	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:09%20GMT	https://p.bookcdn.com/data/Photos/281x175/8217/821757/821757851.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/8217/821757/821757851.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	160401/160401	U-----	200	untouched ('')	image/jpeg	etag:1ce6475bfe3286957ab58d410b194f2b	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097138/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/OriginalPhoto/15390/1539097/1539097138/Sleepy-Joes-Aparthotel-London-Exterior.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:09%20GMT	https://p.bookcdn.com/data/Photos/281x175/12396/1239613/1239613561.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/12396/1239613/1239613561.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	82640/82640	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2021:28:04%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15491/1549171/1549171783/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15491/1549171/1549171783/1549171783.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:10%20GMT	https://p.bookcdn.com/data/Photos/281x175/15526/1552663/1552663684.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/15526/1552663/1552663684.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:10%20GMT	https://p.bookcdn.com/data/Photos/281x175/10342/1034204/1034204663.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/10342/1034204/1034204663.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:34	4/4	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Sep%202024%2017:10:10%20GMT	https://p.bookcdn.com/data/Photos/281x175/16030/1603029/1603029675.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/p.bookcdn.com/data/Photos/281x175/16030/1603029/1603029675.JPEG	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:36	48072/48072	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202024%2017:10:10%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/15467/1546743/1546743067.JPEG:/15467/1546743/1546743037.JPEG:/15467/1546743/1546743010.JPEG:/15467/1546742/1546742929.JPEG:/15467/1546743/1546743019.JPEG:/15467/1546743/1546743061.JPEG:/15467/1546744/1546744000.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/15467/1546743/1546743067.JPEG_/15467/1546743/1546743037.JPEG_/15467/1546743/1546743010.JPEG_/15467/1546742/1/1546744000.b.delaye	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:10:37	48072/48072	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202024%2017:10:11%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/15448/1544887/1544887618.JPEG:/15448/1544887/1544887582.JPEG:/15448/1544887/1544887534.JPEG:/15448/1544887/1544887564.JPEG:/15448/1544887/1544887591.JPEG:/15448/1544887/1544887600.JPEG:/15448/1544887/1544887630.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/15448/1544887/1544887618.JPEG_/15448/1544887/1544887582.JPEG_/15448/1544887/1544887534.JPEG_/15448/1544887/1/1544887630.e.delaye	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:11:23	24084/24084	U-----	200	untouched ('')	image/jpeg	etag:%2266f6b894-5e14%22	https://sleepyjoeslondon.hotelmix.co.uk/images/v2/483x270/room_img_v2_5.jpg	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/images/v2/483x270/room_img_v2_5.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:11:24	33458/33458	U-----	200	untouched ('')	image/jpeg	etag:%2266f6b894-82b2%22	https://sleepyjoeslondon.hotelmix.co.uk/images/v2/483x270/room_img_v2_4.jpg	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/images/v2/483x270/room_img_v2_4.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:11:37	45256/45256	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2021:28:35%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15467/1546743/1546743067/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15467/1546743/1546743067/1546743067.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:11:39	45951/45951	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2021:28:39%20GMT	https://sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15448/1544887/1544887618/Sleepy-Joes-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/sleepyjoeslondon.hotelmix.co.uk/data/Photos/700x500/15448/1544887/1544887618/1544887618.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:12:27	9736/9736	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2012:53:35%20GMT	https://the-dictionary-hostel-london.booked.net/data/Photos/281x175/11847/1184724/1184724277/The-Dictionary-Hostel-Shoreditch-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/the-dictionary-hostel-london.booked.net/data/Photos/281x175/11847/1184724/1184724277/1184724277.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:12:39	9327/9327	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2012:53:35%20GMT	https://landmark-apartments-london.booked.net/data/Photos/281x175/9582/958242/958242406/Millenium-Aparthotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/landmark-apartments-london.booked.net/data/Photos/281x175/9582/958242/958242406/958242406.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:12:41	13523/13523	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2020:46:31%20GMT	https://hoxton-hotel-london.booked.net/data/Photos/281x175/12280/1228083/1228083890/The-Hoxton-Shoreditch-Hotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/hoxton-hotel-london.booked.net/data/Photos/281x175/12280/1228083/1228083890/1228083890.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:13:11	11502/11502	U-----	200	untouched ('')	image/jpeg	etag:cb7e8e13b21a739aa2732948163a512c	https://static.bookcdn.com/build/booked/images/map-button-img.cb7e8e13b21a739aa2732948163a512c.jpg	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/static.bookcdn.com/build/booked/images/map-button-img.cb7e8e13b21a739aa2732948163a512c.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:13:28	14488/14488	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:49%20GMT	https://nobu-hotel-shoreditch-london.booked.net/data/Photos/281x175/8217/821791/821791718/Nobu-Hotel-London-Shoreditch-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/nobu-hotel-shoreditch-london.booked.net/data/Photos/281x175/8217/821791/821791718/821791718.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:13:41	16043/16043	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:50%20GMT	https://m-by-montcalm-shoreditch-london-tech-city-hotel.booked.net/data/Photos/281x175/13812/1381243/1381243739/Montcalm-East-Autograph-Collection-Hotel-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/m-by-montcalm-shoreditch-london-tech-city-hotel/data/Photos/281x175/13812/1381243/1381243739/Montcalm-East-Autograph-Collection-Hotel-London-Exterior.1b.delaye	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:13:43	15271/15271	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2017:19:21%20GMT	https://holiday-inn-express-london-city.booked.net/data/Photos/281x175/12740/1274054/1274054434/Holiday-Inn-Express-London-City-An-Ihg-Hotel-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/holiday-inn-express-london-city.booked.net/data/Photos/281x175/12740/1274054/1274054434/1274054434.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:13	15574/15574	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:51%20GMT	https://courthouse-hotel-shoreditch-london.booked.net/data/Photos/281x175/8217/821757/821757851/Courthouse-Hotel-Shoreditch-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/courthouse-hotel-shoreditch-london.booked.net/data/Photos/281x175/8217/821757/821757851/821757851.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:30	15187/15187	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202024%2017:07:41%20GMT	https://the-z-hotel-shoreditch-london.booked.net/data/Photos/281x175/12396/1239613/1239613561/The-Z-Hotel-Shoreditch-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/the-z-hotel-shoreditch-london.booked.net/data/Photos/281x175/12396/1239613/1239613561/1239613561.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:42	14666/14666	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:53%20GMT	https://hart-shoreditch-hotel-london-curio-collection-by-hilton.booked.net/data/Photos/281x175/15526/1552663/1552663684/Hart-Shoreditch-Hotel-London-Curio-Collection-By-Hilton-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/hart-shoreditch-hotel-london-curio-collection-by/data/Photos/281x175/15526/1552663/1552663684/Hart-Shoreditch-Hotel-London-Curio-Collection-By-Hilton-Exterior.2	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:47	11226/11226	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:53%20GMT	https://premier-inn-london-city-gb.booked.net/data/Photos/281x175/10342/1034204/1034204663/Premier-Inn-London-City-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/premier-inn-london-city-gb.booked.net/data/Photos/281x175/10342/1034204/1034204663/1034204663.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:47	13932/13932	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202024%2013:18:54%20GMT	https://shoreditch-high-st-london.booked.net/data/Photos/281x175/16030/1603029/1603029675/Shoreditch-Place-Apartment-London-Exterior.JPEG	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/shoreditch-high-st-london.booked.net/data/Photos/281x175/16030/1603029/1603029675/1603029675.jpg	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:47	8081/8081	U-----	200	untouched ('')	text/javascript	etag:dd8218e3b9d9a9fd7cf257d27a0b8957	https://static.bookcdn.com/js/translations/translation_1.dd8218e3b9d9a9fd7cf257d27a0b8957.js	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/static.bookcdn.com/js/translations/translation_1.dd8218e3b9d9a9fd7cf257d27a0b8957.js	(from https://sleepyjoeslondon.hotelmix.co.uk/)
18:14:47	19169/19169	U-----	200	untouched ('')	text/javascript	etag:1191e5d96e608b2f5761722925498c5b	https://static.bookcdn.com/build/booked/booked_bundle.1191e5d96e608b2f5761722925498c5b.js	C:/My%20Web%20Sites/Copy%20of%20the%20Website%20he%20wants%20me%20to%20copy%20(I%20forgot%20the%20name)/static.bookcdn.com/build/booked/booked_bundle.1191e5d96e608b2f5761722925498c5b.js	(from https://sleepyjoeslondon.hotelmix.co.uk/)
